Facility Number,F_NAME,HMIS,Province,District,Division,LOCATION,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation
4,GOT KOKECH FULL GOSPEL DISP,3858,NYANZA,HOMA BAY,ASEGO,EAST KANYADA,KOTHIDHA,ILRI MKT CENTRES,4,MISS,"(-0.50646, 34.493117)"
5,HOMA BAY DISTRICT HOSPITAL,1470,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWN(HOMABAY),HD MAPS,1,MOH,"(-0.52474, 34.4599)"
6,KAMRERI (COG) DISP,2099,NYANZA,HOMA BAY,RANGWE,WEST KOCHIA,KOWILI,ILRI MKT CENTRES,4,MISS,"(-0.541582, 34.530727)"
7,KANYAMKAGO OBER DISP,3331,NYANZA,HOMA BAY,RIANA,CENTRAL KABUOCH,KAWERE/KAWUOR,GPS,4,MOH,"(-0.69557, 34.51781)"
8,KIRANDA DISP,3224,NYANZA,HOMA BAY,RANGWE,EAST KAGAN,KANYARUANDA,ILRI MKT CENTRES,4,MISS,"(-0.464907, 34.591528)"
9,LAMBWE FOREST DISP,1399,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,KAYAMBO,HD MAPS,4,MOH,"(-0.67757, 34.307)"
10,MAGINA H C,1401,NYANZA,HOMA BAY,RIANA,CENTRAL KABUOCH,KAWERE/KAWUOR,HD MAPS,3,MOH,"(-0.69035, 34.5158)"
11,MALELA DISP,1403,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWN(HOMABAY),ILRI MKT CENTRES,4,MISS,"(-0.528492, 34.459601)"
12,MALELA DISP,1100,NYANZA,HOMA BAY,NDHIWA,NORTH KANYAMWA,KAKAETA,GPS,4,MOH,"(-0.58486, 34.39193)"
13,MANYATTA S D A HOSPITAL,3128,NYANZA,HOMA BAY,RANGWE,EAST KAGAN,KOMENYA,HD MAPS,1,MISS,"(-0.4932, 34.6169)"
14,MARINDI DISP,1404,NYANZA,HOMA BAY,ASEGO,EAST KANYADA,KALANYA KANYANGO,HD MAPS,4,MOH,"(-0.663833, 34.5061)"
16,MIROGI MISS H C,1453,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,KAYAMBO,HD MAPS,3,MISS,"(-0.68961, 34.3364)"
17,NDHIWA H C,1455,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,KWAMO,HD MAPS,3,MOH,"(-0.732657, 34.3322)"
18,NDIRU H C,1456,NYANZA,HOMA BAY,RANGWE,WEST KAGAN,KANYIRIEMA,HD MAPS,3,MOH,"(-0.50254, 34.5812)"
19,NYAGORO H C,1412,NYANZA,HOMA BAY,RANGWE,EAST KOCHIA,KORAYO,HD MAPS,3,MOH,"(-0.507608, 34.5293)"
20,NYAGWETHE DISP,3479,NYANZA,HOMA BAY,RANGWE,GEM WEST,KANYANJWA,ILRI VILLAGES,4,MISS,"(-0.65, 34.57)"
21,NYARONGI DISP,686,NYANZA,HOMA BAY,NYARONGI,WEST KWAMBWAI,KASIRIME,GPS,4,MOH,"(-0.75899, 34.26434)"
22,OBER KABUOCH DISP,4361,NYANZA,HOMA BAY,RIANA,WEST KABUOCH,KACHIENG WEST,HD MAPS,4,MOH,"(-0.75021, 34.4258)"
23,OBERA HEALTH CENTRE,,NYANZA,HOMA BAY,RIANA,WEST KABUOCH,KACHIENG EAST,DDP,3,MOH,"(-0.69451, 34.4844)"
24,OGANDE C P K DISP,2952,NYANZA,HOMA BAY,ASEGO,EAST KANYADA,KANYACH KACHAR,HD MAPS,4,MISS,"(-0.58438, 34.5003)"
25,OMBO KACHIENG DISP,3417,NYANZA,HOMA BAY,RIANA,WEST KABUOCH,KACHIENG EAST,HD MAPS,4,MOH,"(-0.73978, 34.4653)"
26,OYARO DISP,3578,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,KAYAMBO,GPS,4,MOH,"(-0.72574, 34.36588)"
27,PALA H C,1426,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,KAGURIA KAMENYA,HD MAPS,3,MOH,"(-0.82374, 34.464)"
28,RANGWE HC,1428,NYANZA,HOMA BAY,RANGWE,GEM CENTRAL,KAJULU,HD MAPS,3,MOH,"(-0.615395, 34.5988)"
29,RANGWE S D A DISP,3177,NYANZA,HOMA BAY,RANGWE,GEM CENTRAL,KAJULU,HD MAPS,4,MISS,"(-0.61017, 34.601)"
30,RAPETH DISP,4465,NYANZA,HOMA BAY,NYARONGI,CENTRAL KANYIDOTO,SOUTH KAGANDA,GPS,4,MOH,"(-0.76837, 34.35348)"
31,WAWARE SINDO DISP,,NYANZA,HOMA BAY,RANGWE,EAST KAGAN,KOMENYA,ILRI MKT CENTRES,4,MISS,"(-0.53562, 34.617906)"
,ENTANGA DISP,,NYANZA,KISII CENTRAL,MARANI,,,,4,MOH,
1,ERAMBA DISP,3767,NYANZA,KISII CENTRAL,MARANI,MWAGICHANA,KIOMONCHA,GPS,4,MOH,"(-0.546833, 34.7801)"
2,GESUSU SDA HEALTH CENTRE,1233,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,GESUSU,GPS,3,MISS,"(-0.86716, 34.90588)"
3,GESUSU SUB DISTRICT HOSPITAL,3769,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,GESUSU,GPS,1,MOH,"(-0.8712, 34.9087)"
,IBACHO HEALTH CENTRE,,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,IBACHO,GPS,3,MOH,"(-0.805683, 34.9046)"
4,IBENO HEALTH CENTRE,1254,NYANZA,KISII CENTRAL,KEUMBU,IBENO,KABOSI,GPS,3,MOH,"(-0.77724, 34.85208)"
5,IRANDA SUB- HEALTH CENTRE,1235,NYANZA,KISII CENTRAL,MOSOCHO,NYAKOE,IRANDA,GPS,3,MOH,"(-0.62433, 34.7812)"
6,ISECHA DISP,1486,NYANZA,KISII CENTRAL,MARANI,NGENYI,GESANGERO,GPS,4,MOH,"(-0.571717, 34.8628)"
7,IYABE SUB HEALTH CENTRE,1236,NYANZA,KISII CENTRAL,SUNEKA,IYABE,BOMOKORA,GPS,3,MOH,"(-0.691033, 34.6799)"
8,KEGOGI DISP,1237,NYANZA,KISII CENTRAL,MARANI,KEGOGI,NGOKORO,GPS,4,MOH,"(-0.54225, 34.841)"
9,KEUMBU SUB DISTRICT HOSPITAL,1257,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,NYAMWARE,GPS,1,MOH,"(-0.731217, 34.8467)"
10,KIAMOKOMA DISP,1239,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,CHIRONGE,GPS,4,MOH,"(-0.828667, 34.8826)"
11,KIOGORO SUB-HEALTH CENTRE,1240,NYANZA,KISII CENTRAL,KEUMBU,KIOGORO,BORONYI,GPS,3,MOH,"(-0.718833, 34.7811)"
12,KISII DISTRICT HOSPITAL,1265,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,1,MOH,"(-0.66815, 34.7704)"
13,MARANI HEALTH CENTRE,1270,NYANZA,KISII CENTRAL,MARANI,MWAGICHANA,IGEMO,GPS,3,MOH,"(-0.575467, 34.7982)"
14,MARIE STOPES DISP,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,4,NGO,"(-0.66945, 34.76971)"
15,MASIMBA HEALTH CENTRE,1258,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,KEREMA,GPS,3,MOH,"(-0.858733, 34.9404)"
16,MASONGO DISP,4804,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BOMAKOMBI,GPS,4,MOH,"(-0.714917, 34.7091)"
17,MATONGO DISP,4805,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,BOROKO,GPS,4,MOH,"(-0.6285, 34.7202)"
18,MOSOCHO HEALTH CENTRE,1244,NYANZA,KISII CENTRAL,MOSOCHO,BOGEKA,MOGUSII(CKISII),GPS,3,MISS,"(-0.59759, 34.74131)"
19,NYABURURU MISS DISP,1245,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,MWAMOSIOMA(TOWNSHIP),GPS,4,MISS,"(-0.6522, 34.74403)"
20,NYAGESENDA SDA DISP,1247,NYANZA,KISII CENTRAL,MARANI,SENSI,SENSI,GPS,4,MISS,"(-0.58266, 34.81804)"
,NYAGOTO DISP,,NYANZA,KISII CENTRAL,MARANI,,,,4,MOH,
21,NYAGUTA DISP,4491,NYANZA,KISII CENTRAL,KEUMBU,KIOGORO,NYAGUTA,GPS,4,MOH,"(-0.7401, 34.8068)"
22,NYAKWANA DISP,3297,NYANZA,KISII CENTRAL,KEUMBU,KIOGORO,MATUMWA,GPS,4,MOH,"(-0.75678, 34.807)"
23,NYAMAGUNDO DISP,3008,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,BOROKO,GPS,4,MOH,"(-0.6367, 34.7013)"
24,NYAMAGWA SDA DISP,,NYANZA,KISII CENTRAL,KEUMBU,IBENO,NYAMAGWA(CKISII),GPS,4,MISS,"(-0.78103, 34.82343)"
25,NYAMASIBI DISP,3010,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,NYAMASIBI,GPS,4,MOH,"(-0.8213, 34.9552)"
26,NYANCHWA SDA DISP,1248,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYANCHWA,GPS,4,MISS,"(-0.67766, 34.76585)"
27,NYASORE SDA DISP.,,NYANZA,KISII CENTRAL,MARANI,MWAKIBAGENDI,NYAMAGE,GPS,4,MISS,"(-0.57085, 34.77067)"
,ORESI DISP,,NYANZA,KISII CENTRAL,MUNICIPALITY,BOCHURA,,,4,MOH,
28,RAMASHA DISP,1251,NYANZA,KISII CENTRAL,MASABA,NYARIBARI IKORONGO,METEMBE(MASABA),GPS,4,MOH,"(-0.893483, 34.9731)"
29,RANGANGA  DISP,1250,NYANZA,KISII CENTRAL,MOSOCHO,ETORA,RAGANGA,GPS,4,MOH,"(-0.598785, 34.7119)"
30,RIANA HEALTH CENTRE,1262,NYANZA,KISII CENTRAL,SUNEKA,RIANA,NYAMWARI,GPS,3,MOH,"(-0.6556, 34.6631)"
31,RIOKWARO DISP,3016,NYANZA,KISII CENTRAL,,,,,4,MISS,
32,RIOTANCHI HEALTH CENTRE,3017,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYAORO,GPS,3,MOH,"(-0.70485, 34.7163)"
33,SIEKA DISP,1253,NYANZA,KISII CENTRAL,MARANI,MWAKIBAGENDI,ONYWERE,GPS,4,MOH,"(-0.570317, 34.7628)"
34,SOSERA DISP,4803,NYANZA,KISII CENTRAL,MASABA,NYARIBARI IKORONGO,SOSERA,GPS,4,MOH,"(-0.85967, 34.98721)"
35,TARACHA DISP,4801,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,TARACHA,GPS,4,MOH,"(-0.756467, 34.8565)"
1,AMATIERIO DISP,1477,NYANZA,KISII NORTH,EKERENYO,EKERENYO,BOISANGA II,HD MAPS,4,MOH,"(-0.58084, 35.0169)"
2,BORABU HEALTH CENTRE,153,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,HD MAPS,3,MISS,"(-0.78705, 34.9834)"
3,BOSIANGO DISP,1478,NYANZA,KISII NORTH,NYAMIRA,BOSAMARO MASABA,KEGOGI,HD MAPS,4,MOH,"(-0.65449, 34.9633)"
4,CHEPNGOMBE HEALTH CENTRE,1501,NYANZA,KISII NORTH,BORABU,ESISE,MANGA/LIETIGO,HD MAPS,3,MOH,"(-0.85534, 35.0001)"
,DEWWIS CLINIC,,NYANZA,KISII NORTH,NYAMIRA,BOSAMARO MASABA,KEGOGI,,4,MISS,
5,EKERENYO HEALTH CENTRE,1502,NYANZA,KISII NORTH,EKERENYO,EKERENYO,BOISANGA 1,HD MAPS,3,MOH,"(-0.52795, 34.9707)"
6,EKERUBO GIETAI DISP,,NYANZA,KISII NORTH,BORABU,ESISE,EKERUBO,SUBLOC CENTROID,4,NGO,"(-0.823096, 35.055337)"
,EMBONGA DISP,,NYANZA,KISII NORTH,NYAMAIYA,NYAMAIYA,,,4,MOH,
,ENDIBA DISP,,NYANZA,KISII NORTH,EKERENYO,KIABONYORU,NYARAMBA,,4,MOH,
7,ERONGE HEALTH CENTRE,1479,NYANZA,KISII NORTH,BORABU,ESISE,MANGA/LIETIGO,HD MAPS,3,MISS,"(-0.84931, 35.0196)"
8,ESANI SUB-HEALTH CENTRE,1503,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,KARANTINI,HD MAPS,3,MOH,"(-0.70872, 34.9466)"
9,ETONO DISP,1480,NYANZA,KISII NORTH,NYAMIRA,KEERA,TIMI,HD MAPS,4,MOH,"(-0.55875, 34.8897)"
10,GEKANO DISP,3283,NYANZA,KISII NORTH,MANGA,NORTH KITUTU,GEKANO,HD MAPS,4,MISS,"(-0.67859, 34.9098)"
11,GESIMA DISP,1481,NYANZA,KISII NORTH,RIGOMA,GESIMA,RIAMONI,HD MAPS,4,MOH,"(-0.71608, 34.9988)"
12,GETARE DISP,1482,NYANZA,KISII NORTH,NYAMIRA,KEERA,NYAMERU,HD MAPS,4,MOH,"(-0.55072, 34.899)"
,GIANCHORE DISP,,NYANZA,KISII NORTH,NYAMAIYA,KEERO,TIMI,,4,MOH,
13,GIETAI DISP,1483,NYANZA,KISII NORTH,EKERENYO,EKERENYO,BOKURATI II,HD MAPS,4,MISS,"(-0.56344, 35.0055)"
14,IGENA-ITAMBE DISP,1485,NYANZA,KISII NORTH,NYAMIRA,BOSAMARO CHACHE,BIGEGE(NYAMIRA),HD MAPS,4,MOH,"(-0.62972, 34.9084)"
15,ISOGE DISP,1487,NYANZA,KISII NORTH,BORABU,NYASIONGO,ISOGE/KINENI,HD MAPS,4,MOH,"(-0.78303, 35.0584)"
16,ITIBO HEALTH CENTRE,1488,NYANZA,KISII NORTH,MANGA,KEMERA,KEMERA,HD MAPS,3,MISS,"(-0.68729, 34.8421)"
17,ITIMBO DISP,3438,NYANZA,KISII NORTH,EKERENYO,EKERENYO,BOKURATI II,1:50000 MAPS,4,MOH,"(-0.560811, 34.997297)"
18,KEBIRIGO HEALTH CENTRE,1504,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,KARANTINI,HD MAPS,3,MISS,"(-0.70202, 34.9352)"
19,KENYENYA HEALTH CENTRE,,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,NYABIOSI,HD MAPS,3,MISS,"(-0.72412, 34.9606)"
20,KEROKA HEALTH CENTRE,1256,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,NYANKOBA,HD MAPS,3,MOH,"(-0.7509, 34.9191)"
21,KIBIRIGO MISS HOSPITAL,,NYANZA,KISII NORTH,RIGOMA,GESIMA,RIAMONI,HD MAPS,1,MISS,"(-0.693, 34.975)"
22,KIJAURI DISP,886,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,HD MAPS,4,MOH,"(-0.77567, 35.0216)"
23,KIPKEBE DISP,3286,NYANZA,KISII NORTH,BORABU,MEKENENE,MOGUSII(NYAMIRA),ILRI VILLAGES,4,MISS,"(-0.65, 35.05)"
24,KOWITI DISP,,NYANZA,KISII NORTH,,,,,4,NGO,
25,MAGOMBO MKT (PEKEZA) DISP,4368,NYANZA,KISII NORTH,MANGA,NORTH KITUTU,GEKANO,ILRI MKT CENTRES,4,LA,"(-0.682895, 34.916912)"
26,MAGOMBO SUB-HEALTH CENTRE,1493,NYANZA,KISII NORTH,MANGA,KEMERA,KEMERA,HD MAPS,3,MOH,"(-0.66654, 34.8361)"
27,MAGWAGWA DISP,1494,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,EGETONTO,HD MAPS,4,MOH,"(-0.46251, 34.9777)"
28,MAKAIRO DISP,3284,NYANZA,KISII NORTH,BORABU,ESISE,EKERUBO,HD MAPS,4,MISS,"(-0.80178, 35.0637)"
29,MANGA HEALTH CENTRE,1505,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,NYAKONGO(NYAMIRA),HD MAPS,3,MOH,"(-0.63574, 34.8729)"
30,MATONGO HEALTH CENTRE,1506,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,NYAKERIMO I & II,HD MAPS,3,MISS,"(-0.43757, 34.9894)"
31,MOCHENWA DISP,4367,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,HD MAPS,4,MOH,"(-0.79843, 34.9747)"
,MOKOMONI DISP,,NYANZA,KISII NORTH,,,,,4,MISS,
,MOSOBOTI DISP,,NYANZA,KISII NORTH,,,,,4,MOH,
,MOTOTERA DISP,,NYANZA,KISII NORTH,NYAMAIYA,WEST MUGIRANGO,MIRUKA,,4,MOH,
32,MWONGORI DISP,1495,NYANZA,KISII NORTH,BORABU,MEKENENE,MATUTU,HD MAPS,4,MOH,"(-0.7288, 35.037)"
33,NYABIKOMU DISP,1496,NYANZA,KISII NORTH,EKERENYO,EKERENYO,IKONGE,HD MAPS,4,MISS,"(-0.53733, 34.9888)"
34,NYACHOGOCHOGO AIC DISP,3007,NYANZA,KISII NORTH,NYAMIRA,BOSAMARO MASABA,KEGOGI,ILRI VILLAGES,4,MISS,"(-0.65, 34.93)"
35,NYAMAIYA SUB-HEALTH CENTRE,1507,NYANZA,KISII NORTH,NYAMIRA,W. MUGIRANGO,BOKIAMBORI,HD MAPS,3,MOH,"(-0.48712, 34.9084)"
36,NYAMAKOROTO DISP,4483,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,NYAMAKOROTO,SUBLOC CENTROID,4,MOH,"(-0.697179, 34.945104)"
37,NYAMIRA DISTRICT HOSPITAL,1512,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,HD MAPS,1,MOH,"(-0.67554, 34.9414)"
38,NYAMIRA SDA HEALTH CENTRE,3011,NYANZA,KISII NORTH,NYAMIRA,BONYAMATUTA CHA,TOWNSHIP(NYAMIRA),ILRI MKT CENTRES,3,MISS,"(-0.557761, 34.932733)"
39,NYAMUSI HEALTH CENTRE,884,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,NYAKERIMO I & II,HD MAPS,3,MOH,"(-0.44761, 34.9727)"
,NYANDOCHE IBERE DISP,,NYANZA,KISII NORTH,NYAMAIYA,BORABU,NYASIONGO,,4,MOH,
40,NYANGENA DISP,1497,NYANZA,KISII NORTH,NYAMIRA,KEERA,TIMI,HD MAPS,4,MOH,"(-0.57549, 34.891)"
41,NYASIONGO MISSION HEALTH CENTRE,1509,NYANZA,KISII NORTH,BORABU,ESISE,MANGA/LIETIGO,ILRI VILLAGES,3,MISS,"(-0.86, 35.01)"
42,OGANGO DISP,900,NYANZA,KISII NORTH,NYAMIRA,KEERA,CHARACHANI,HD MAPS,4,MOH,"(-0.53398, 34.8736)"
43,OMOSARIA DISP,3013,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,MATONGO(NYAMIRA),HD MAPS,4,MOH,"(-0.42753, 35.0115)"
44,PAKEZA DISP,3973,NYANZA,KISII NORTH,,,,,4,MOH,
45,RANGENYO HEALTH CENTRE,1510,NYANZA,KISII NORTH,NYAMIRA,W. MUGIRANGO,BONYAIGUBA,HD MAPS,3,MISS,"(-0.51523, 34.883)"
46,RIAKWORO DISP,1498,NYANZA,KISII NORTH,MANGA,NORTH KITUTU,NYAMBARIA,HD MAPS,4,MISS,"(-0.68595, 34.9211)"
,RIGOMA DISP,,NYANZA,KISII NORTH,RIGOMA,GACHUMBA,,,4,MOH,
,ST RUTHS CLINIC,,NYANZA,KISII NORTH,NYAMAIYA,WEST MUGIRANGO,MIRUKA,,4,MOH,
47,TINGA SUB-HEALTH CENTRE,1511,NYANZA,KISII NORTH,NYAMIRA,BOSAMARO CHACHE,IKOBE,HD MAPS,3,MOH,"(-0.60026, 34.893)"
48,TOMBE DISP,1500,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,KIOGUTWA,HD MAPS,4,MOH,"(-0.65114, 34.8656)"
1,AKADO DISP,,NYANZA,KISUMU,KOMBEWA,S.W. SEME,WEST KADINGA,DDP,4,MOH,"(-0.141642, 34.4409)"
2,ARITO DISP,3773,NYANZA,KISUMU,,,,,4,MOH,
,ARITOLANGE DISP,,NYANZA,KISUMU,WINAM,TOWNSHIP,NORTHERN,,4,LA,
3,BAR KORUA DISP,,NYANZA,KISUMU,,,,,4,MISS,
4,BARKORWA DISP,1274,NYANZA,KISUMU,KOMBEWA,N.C. SEME,EAST KATIENO,MEDS,4,MISS,"(-0.06531, 34.51371)"
5,BODI DISP,1275,NYANZA,KISUMU,KOMBEWA,S.W. SEME,SOUTH ALUNGO,DDP,4,MOH,"(-0.155489, 34.5087)"
6,BOLO DISP,3750,NYANZA,KISUMU,,,,,4,MOH,
7,CHIGA DISP,1280,NYANZA,KISUMU,WINAM,EAST KOLWA,CHIGA,ILRI MKT CENTRES,4,LA,"(-0.097199, 34.845014)"
,CHULAIMBO RHTC,1340,NYANZA,KISUMU,,,,,3,MOH,
8,CISS CLINIC,4677,NYANZA,KISUMU,,,,,4,NGO,
9,GOT NYABONDO DISP,4492,NYANZA,KISUMU,WINAM,EAST KAJULU,GOT NYABONDO,SUBLOC CENTROID,4,MOH,"(0.009604, 34.810577)"
10,HONGO NGOSA DISP,3567,NYANZA,KISUMU,KADIBO,BWANDA,LOWER BWANDA,SUBLOC CENTROID,4,MOH,"(-0.250225, 34.868784)"
11,KAJULU / GITA DISP,1284,NYANZA,KISUMU,WINAM,EAST KAJULU,KADERO(WINAM),SUBLOC CENTROID,4,LA,"(-0.023373, 34.803392)"
12,KAJULU KAGER DISP,,NYANZA,KISUMU,MASENO,EAST SEME,KOKER KAJULU,ILRI VILLAGES,4,MISS,"(-0.12, 34.55)"
13,KANDEGE DISP,,NYANZA,KISUMU,,,,,4,MOH,
14,KISUMU DISTRICT HOSPITAL,1330,NYANZA,KISUMU,WINAM,TOWNSHIP,SOUTHERN,HD MAPS,1,MOH,"(-0.105021, 34.7606)"
,KISUMU MUNICIPAL COUNCIL DISP,,NYANZA,KISUMU,,,,,4,LA,
15,KOMBEWA RHTC,1338,NYANZA,KISUMU,KOMBEWA,S.C. SEME,UPPER KOMBEWA,DDP,3,MOH,"(-0.097329, 34.5053)"
16,LUMUMBA HOSPITAL,1317,NYANZA,KISUMU,WINAM,WEST KOLWA,NYALENDA 'A',HD MAPS,1,MISS,"(-0.116, 34.7817)"
17,MANYATTA CHILDREN'S HOME DISP,3473,NYANZA,KISUMU,WINAM,WEST KOLWA,MANYATTA 'B',DDP,4,MISS,"(-0.089721, 34.7911)"
18,MASENO MISS. HOSPITAL,1327,NYANZA,KISUMU,MASENO,N.W. KISUMU,EAST KARATENG,MEDS,1,MISS,"(0.00348, 34.61018)"
19,MIGOSI DISP,1320,NYANZA,KISUMU,WINAM,CENTRAL KOLWA,KASULE,DDP,4,LA,"(-0.069119, 34.7892)"
20,MIRANGA DISP,1321,NYANZA,KISUMU,MASENO,OTWENYA,EAST KOLUNJE,DDP,4,MOH,"(-0.059824, 34.579)"
21,MOSQUE DISP,1297,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENI(KISUMU),SUBLOC CENTROID,4,LA,"(-0.096339, 34.767528)"
22,NDURU KADERO DISP,85,NYANZA,KISUMU,KOMBEWA,S.C. SEME,WEST KANYADWERA,DDP,4,MOH,"(-0.076558, 34.4409)"
23,NYAHERA HC,1322,NYANZA,KISUMU,WINAM,NORTH KISUMU,NYAHERA,SUBLOC CENTROID,3,MOH,"(-0.031469, 34.714786)"
24,NYALENDA SUB-HEALTH CENTRE,3566,NYANZA,KISUMU,WINAM,WEST KOLWA,NYALENDA 'B',DDP,3,MOH,"(-0.136876, 34.7475)"
,NYANGANDE DISP,,NYANZA,KISUMU,KADIBO,,,,4,MOH,
25,NYANZA PROVINCIAL GENERAL HOSP,1328,NYANZA,KISUMU,WINAM,S.W KISUMU,OJOLLA,HD MAPS,2,MOH,"(-0.0919, 34.6732)"
26,OBER KAMOTH HEALTH CENTRE,1323,NYANZA,KISUMU,WINAM,S.W KISUMU,OSIRI,DDP,3,LA,"(-0.131256, 34.625)"
27,OGEN DISP,3774,NYANZA,KISUMU,WINAM,S.W KISUMU,OJOLLA,SUBLOC CENTROID,4,MOH,"(-0.079079, 34.656448)"
28,OJOLLA DISP,1303,NYANZA,KISUMU,WINAM,S.W KISUMU,OJOLLA,SUBLOC CENTROID,4,LA,"(-0.079079, 34.656448)"
29,ONYWONGO DISP,,NYANZA,KISUMU,WINAM,NORTH KISUMU,BAR A,ILRI VILLAGES,4,NGO,"(-0.032, 34.7)"
,RABOUR DISP,,NYANZA,KISUMU,KADIBO,,,,4,MOH,
30,RAMUGHARIA SIKH DISP,1308,NYANZA,KISUMU,WINAM,TOWNSHIP,NORTHERN,SUBLOC CENTROID,4,LA,"(-0.097836, 34.761528)"
31,RERU DISP,3568,NYANZA,KISUMU,KOMBEWA,WEST SEME,WEST RERU,DDP,4,MOH,"(-0.095945, 34.4436)"
32,RERU DISP,4255,NYANZA,KISUMU,KOMBEWA,WEST SEME,WEST RERU,MEDS,4,MISS,"(-0.10021, 34.45195)"
33,ROTA DISP,1309,NYANZA,KISUMU,MASENO,OTWENYA,NORTH RATA,DDP,4,MOH,"(-0.033521, 34.5332)"
34,SIRIBA DISP,1311,NYANZA,KISUMU,MASENO,N.W. KISUMU,SUNGA,DDP,4,MOH,"(0.005144, 34.6043)"
35,ST. CLARES BOLO MISSION DISP,2552,NYANZA,KISUMU,WINAM,MIWANI,CENTRAL MIWANI,MEDS,4,MISS,"(-0.04448, 34.88686)"
36,ST. MONICAS HOSPITAL KISUMU,,NYANZA,KISUMU,WINAM,WEST KAJULU,KONYA,MEDS,1,MISS,"(-0.0422, 34.76971)"
37,TOWN HALL DISP,1315,NYANZA,KISUMU,WINAM,TOWNSHIP,BANDARI,SUBLOC CENTROID,4,LA,"(-0.086017, 34.75684)"
38,VICTORIA HOSPITAL,1331,NYANZA,KISUMU,WINAM,WEST KOLWA,NYALENDA 'B',HD MAPS,1,MOH,"(-0.117106, 34.7576)"
1,BUGUMBE HEALTH CENTRE,1390,NYANZA,KURIA,MABERA,TAGARE,MABERA,1:50000 MAPS,3,MOH,"(-1.16137, 34.4367)"
2,CHINATO DISP,3895,NYANZA,KURIA,KEGONGA,NYABASI WEST,NYABIKONGORI,1:50000 MAPS,4,MOH,"(-1.2885, 34.6137)"
3,CHURCH OF GOD MEDICAL DISP,,NYANZA,KURIA,,,,,4,MISS,
4,GETONGOROMA DISP,3828,NYANZA,KURIA,KEGONGA,NGURUNA,GETONGOROMA,HD MAPS,4,MOH,"(-1.29771, 34.6558)"
5,GWITEMBE DISP,4284,NYANZA,KURIA,NTIMARU,BWIREGE EAST,GWITEMBE,HD MAPS,4,MOH,"(-1.371042, 34.710446)"
6,ISEBANIA MISSION HEALTH CENTRE,2504,NYANZA,KURIA,KEHANCHA,BUKIRA WEST,NYABIKAYE,ILRI VILLAGES,3,MISS,"(-1.22, 34.48)"
7,ISIBANIA RURAL DEMONSTRATION CENTRE,1473,NYANZA,KURIA,MABERA,BUGEMBE SOUTH,ISIBANIA,SUBLOC CENTROID,3,MOH,"(-1.202746, 34.464607)"
8,KEGONGA HEALTH CENTRE,1476,NYANZA,KURIA,KEGONGA,NYABASI EAST,KEGONGA,1:50000 MAPS,3,MOH,"(-1.24622, 34.6495)"
9,KEHANCHA DISTRICT HOSPITAL,1444,NYANZA,KURIA,KEGONGA,MAETA,NYAITARA,1:50000 MAPS,1,MOH,"(-1.1765, 34.6338)"
